Document,Date,Parliament-Session,Original Word Count,Final Word Count,Topic Coherence,Dominant Topic,Dominant Topic Value,Topic Keywords,Topic Keyword 0,Topic Keyword 1,Topic Keyword 2,Topic Keyword 3,Topic Keyword 4,Topic Keyword 5,Topic Keyword 6,Topic Keyword 7,Topic Keyword 8,Topic Keyword 9
20140619-HAN107-E.pdf,2014-06-19,41-2,82310,35346,0.2348614446500071,6,need,"park, say, like, busi, make, work, need, colleagu, protect, know",park,say,like,busi,make,work,need,colleagu,protect,know
20140929-HAN118-E.pdf,2014-09-29,41-2,90197,36852,0.37964224358377685,1,period,"question, period, answer, ask, say, make, parliament, opposit, get, want",question,period,answer,ask,say,make,parliament,opposit,get,want
20091026-HAN100-E.pdf,2009-10-26,40-2,62836,26241,0.28606005978369126,4,seriou,"crime, sentenc, need, condit, seriou, offenc, commun, get, sustain, order",crime,sentenc,need,condit,seriou,offenc,commun,get,sustain,order
20221102-HAN123-E.pdf,2022-11-02,44-1,37049,18071,0.2928781883853678,3,trudeau,"want, need, support, trudeau, protect, right, make, use, common, help",want,need,support,trudeau,protect,right,make,use,common,help
20230217-HAN163-E.pdf,2023-02-17,44-1,35581,16987,0.22439771151343124,2,like,"nation, countri, like, need, care, secur, talk, year, take, invest",nation,countri,like,need,care,secur,talk,year,take,invest
20130612-HAN268-E.pdf,2013-06-12,41-1,90245,39554,0.32628444984897004,2,border,"counterfeit, good, border, like, import, right, petit, new, question, common",counterfeit,good,border,like,import,right,petit,new,question,common
20140604-HAN096-E.pdf,2014-06-04,41-2,76640,32405,0.2982113764027749,6,like,"budget, victim, us, job, tax, want, like, need, right, get",budget,victim,us,job,tax,want,like,need,right,get
20230329-HAN175-E.pdf,2023-03-29,44-1,46418,22270,0.32026177506478254,3,support,"budget, work, go, support, common, know, care, hous, need, us",budget,work,go,support,common,know,care,hous,need,us
20150220-HAN176-E.pdf,2015-02-20,41-2,49937,24238,0.3207229687918566,6,secretari,"victim, right, via, ontario, rail, justic, secretari, parliamentari, servic, system",victim,right,via,ontario,rail,justic,secretari,parliamentari,servic,system
20161123-HAN113-E.pdf,2016-11-23,42-1,47526,20346,0.23791976863165906,0,care,"care, palli, trade, need, make, agreement, benefit, work, import, common",care,palli,trade,need,make,agreement,benefit,work,import,common
20070222-HAN116-E.pdf,2007-02-22,39-1,73006,30216,0.27873427268881923,0,immigr,"immigr, work, citizenship, need, come, countri, issu, year, take, refuge",immigr,work,citizenship,need,come,countri,issu,year,take,refuge
20070427-HAN142-E.pdf,2007-04-27,39-1,48335,22592,0.3588902813145026,2,qubec,"account, ontario, qubec, secretari, parliamentari, van, state, reform, offic, new",account,ontario,qubec,secretari,parliamentari,van,state,reform,offic,new
20200203-HAN013-E.pdf,2020-02-03,43-1,63500,31051,0.3571581546846492,4,import,"agreement, trade, new, us, import, industri, nafta, work, countri, negoti",agreement,trade,new,us,import,industri,nafta,work,countri,negoti
20170607-HAN189-E.pdf,2017-06-07,42-1,90438,37108,0.272464767328957,3,talk,"work, need, make, talk, legisl, women, want, marijuana, right, like",work,need,make,talk,legisl,women,want,marijuana,right,like
20110302-HAN137-E.pdf,2011-03-02,40-3,46515,19057,0.3186660962331122,1,medal,"veteran, medal, need, like, right, order, support, common, year, parti",veteran,medal,need,like,right,order,support,common,year,parti
20060404-HAN002-E.pdf,2006-04-04,39-1,8842,3627,0.26668279985451837,1,agre,"work, agre, care, stand, famili, order, make, day, tax, chang",work,agre,care,stand,famili,order,make,day,tax,chang
20080603-HAN104-E.pdf,2008-06-03,39-2,73850,30733,0.25579314104837864,2,immigr,"budget, job, immigr, work, fund, money, worker, say, chang, common",budget,job,immigr,work,fund,money,worker,say,chang,common
20181126-HAN358-E.pdf,2018-11-26,42-1,117541,49606,0.33904306220421143,1,job,"work, job, make, oshawa, want, invest, say, sector, famili, support",work,job,make,oshawa,want,invest,say,sector,famili,support
20090213-HAN015-E.pdf,2009-02-13,40-2,41792,20117,0.33025487674553994,3,parliamentari,"nation, first, ontario, parliamentari, secretari, qubec, ga, indian, oil, good",nation,first,ontario,parliamentari,secretari,qubec,ga,indian,oil,good
20210525-HAN103-E.pdf,2021-05-25,43-2,74877,36710,0.3208754818640404,2,may,"budget, need, may, support, colleagu, pandem, busi, get, work, health",budget,need,may,support,colleagu,pandem,busi,get,work,health
20180619-HAN317-E.pdf,2018-06-19,42-1,93234,39914,0.3173454777039039,3,vessel,"firearm, legisl, gun, vessel, registri, issu, common, like, go, work",firearm,legisl,gun,vessel,registri,issu,common,like,go,work
20061110-HAN081-E.pdf,2006-11-10,39-1,41802,20021,0.4260597518013437,0,ontario,"ontario, parliamentari, secretari, work, make, ride, money, qubec, common, centr",ontario,parliamentari,secretari,work,make,ride,money,qubec,common,centr
20231120-HAN251-E.pdf,2023-11-20,44-1,68642,33572,0.2687559291161373,4,work,"hous, support, question, ukrain, work, order, get, hors, make, want",hous,support,question,ukrain,work,order,get,hors,make,want
20231101-HAN244-E.pdf,2023-11-01,44-1,45350,21587,0.3023162562769444,0,food,"food, support, ukrain, want, tax, debat, report, get, carbon, take",food,support,ukrain,want,tax,debat,report,get,carbon,take
20121107-HAN178-E.pdf,2012-11-07,41-1,47092,20146,0.33130358465332715,0,trade,"trade, agreement, panama, like, countri, veteran, common, elect, servic, ms",trade,agreement,panama,like,countri,veteran,common,elect,servic,ms
20130318-HAN223-E.pdf,2013-03-18,41-1,72478,30540,0.29538480677580514,2,nuclear,"court, question, nuclear, need, right, respons, like, work, colleagu, common",court,question,nuclear,need,right,respons,like,work,colleagu,common
20090504-HAN050-E.pdf,2009-05-04,40-2,62891,26257,0.2689461548466682,4,border,"arctic, need, import, issu, border, want, area, common, make, us",arctic,need,import,issu,border,want,area,common,make,us
20120605-HAN134-E.pdf,2012-06-05,41-1,115671,50676,0.24246886952911814,6,like,"research, scientist, syria, scienc, support, countri, like, make, cut, nation",research,scientist,syria,scienc,support,countri,like,make,cut,nation
20200313-HAN031-E.pdf,2020-03-13,43-1,5804,2774,0.3398106832521835,2,read,"order, divis, read, project, question, broken, report, march, tabl, return",order,divis,read,project,question,broken,report,march,tabl,return
20120918-HAN147-E.pdf,2012-09-18,41-1,67153,27086,0.2633228280071127,2,issu,"rcmp, need, issu, make, want, question, victim, support, work, us",rcmp,need,issu,make,want,question,victim,support,work,us
20090618-HAN078-E.pdf,2009-06-18,40-2,74158,31159,0.2359939450121853,2,year,"parol, hope, year, first, must, murder, nation, applic, make, crime",parol,hope,year,first,must,murder,nation,applic,make,crime
20190320-HAN393-E.pdf,2019-03-20,42-1,165729,75094,0.676009677741528,2,assist,"vote, deputi, assist, yea, question, concurr, say, agre, hugh, pleas",vote,deputi,assist,yea,question,concurr,say,agre,hugh,pleas
20101126-HAN105-E.pdf,2010-11-26,40-3,44353,21331,0.3907645431989074,2,justic,"militari, ontario, justic, forc, secretari, qubec, defenc, system, parliamentari, right",militari,ontario,justic,forc,secretari,qubec,defenc,system,parliamentari,right
20120328-HAN101-E.pdf,2012-03-28,41-1,43673,18043,0.2525699679358229,2,financi,"hous, bank, financi, need, job, support, question, year, provid, common",hous,bank,financi,need,job,support,question,year,provid,common
20080313-HAN066-E.pdf,2008-03-13,39-2,80129,33058,0.3405116485356167,2,mission,"afghanistan, women, mission, question, us, like, countri, say, support, ask",afghanistan,women,mission,question,us,like,countri,say,support,ask
20150602-HAN222-E.pdf,2015-06-02,41-2,78158,34669,0.2881722796294053,1,inform,"marijuana, inform, use, drug, like, health, report, need, privaci, work",marijuana,inform,use,drug,like,health,report,need,privaci,work
20110325-HAN149-E.pdf,2011-03-25,40-3,52552,23749,0.3199477387177665,3,common,"ontario, quebec, leader, common, elect, parliamentari, qubec, english, secretari, want",ontario,quebec,leader,common,elect,parliamentari,qubec,english,secretari,want
20111004-HAN026-E.pdf,2011-10-04,41-1,73805,32408,0.3900937587738766,4,commun,"suicid, health, mental, work, commun, nation, need, prevent, issu, strategi",suicid,health,mental,work,commun,nation,need,prevent,issu,strategi
20150514-HAN214-E.pdf,2015-05-14,41-2,78266,33083,0.34203273173616716,5,job,"tax, budget, benefit, famili, work, job, plan, new, like, care",tax,budget,benefit,famili,work,job,plan,new,like,care
20110309-HAN142-E.pdf,2011-03-09,40-3,44704,17746,0.2574949354187265,4,know,"order, question, famili, immigr, know, work, common, right, ask, come",order,question,famili,immigr,know,work,common,right,ask,come
20110609-HAN006-E.pdf,2011-06-09,41-1,76041,32365,0.32149570967517704,6,ride,"budget, senior, tax, job, like, help, ride, famili, econom, plan",budget,senior,tax,job,like,help,ride,famili,econom,plan
20091030-HAN104-E.pdf,2009-10-30,40-2,52193,25260,0.28557790674540573,4,terror,"adopt, state, support, ontario, terror, victim, countri, list, parent, legisl",adopt,state,support,ontario,terror,victim,countri,list,parent,legisl
20100511-HAN044-E.pdf,2010-05-11,40-3,68961,29010,0.3874853654378865,1,bloc,"quebec, bloc, feder, nation, say, like, quebeck, countri, common, colleagu",quebec,bloc,feder,nation,say,like,quebeck,countri,common,colleagu
20100419-HAN028-E.pdf,2010-04-19,40-3,70670,30887,0.35582058235935987,5,free,"agreement, trade, right, colombia, human, free, countri, support, want, question",agreement,trade,right,colombia,human,free,countri,support,want,question
20181005-HAN333-E.pdf,2018-10-05,42-1,38802,16482,0.23029504701107836,0,disabl,"disabl, trade, agreement, cptpp, support, need, new, episod, us, ms",disabl,trade,agreement,cptpp,support,need,new,episod,us,ms
20080128-HAN038-E.pdf,2008-01-28,39-2,79658,34966,0.2095044631543613,6,get,"work, support, question, take, court, respons, get, case, agreement, provid",work,support,question,take,court,respons,get,case,agreement,provid
20150527-HAN218-E.pdf,2015-05-27,41-2,47337,19805,0.22507912024096416,3,railway,"safeti, transport, rail, railway, nation, system, work, issu, dementia, support",safeti,transport,rail,railway,nation,system,work,issu,dementia,support
20220323-HAN044-E.pdf,2022-03-23,44-1,44785,21365,0.3118463874328548,6,support,"work, tax, get, like, need, make, support, know, say, want",work,tax,get,like,need,make,support,know,say,want
20211214-HAN017-E.pdf,2021-12-14,44-1,67017,32138,0.35822478243735606,1,health,"sentenc, health, minimum, crimin, need, make, mandatori, support, crime, like",sentenc,health,minimum,crimin,need,make,mandatori,support,crime,like
20170223-HAN146-E.pdf,2017-02-23,42-1,80063,34856,0.31027127094811585,1,tax,"carbon, tax, price, cost, common, busi, provinc, river, work, need",carbon,tax,price,cost,common,busi,provinc,river,work,need
20130201-HAN202-E.pdf,2013-02-01,41-1,50623,24442,0.2832602883223532,1,work,"sodium, work, ontario, shipper, railway, secretari, parliamentari, health, need, common",sodium,work,ontario,shipper,railway,secretari,parliamentari,health,need,common
20190621-HAN438-E.pdf,2019-06-21,42-1,1551,704,0.29570435479585744,4,permiss,"reproduct, common, chambr, royal, permiss, act, amend, author, deputi, certain",reproduct,common,chambr,royal,permiss,act,amend,author,deputi,certain
20220221-HAN036-E.pdf,2022-02-21,44-1,104492,48085,0.26280868830169496,6,ottawa,"emerg, need, want, vote, us, order, ottawa, law, protest, colleagu",emerg,need,want,vote,us,order,ottawa,law,protest,colleagu
20220607-HAN083-E.pdf,2022-06-07,44-1,109540,54083,0.4143952859306879,5,think,"tax, need, price, make, support, think, vote, talk, want, go",tax,need,price,make,support,think,vote,talk,want,go
20170320-HAN153-E.pdf,2017-03-20,42-1,110658,47736,0.30953491235489455,5,import,"ukrain, secur, support, work, nation, import, oper, need, common, inform",ukrain,secur,support,work,nation,import,oper,need,common,inform
20100525-HAN048-E.pdf,2010-05-25,40-3,79880,33495,0.25439458047292623,5,question,"nation, first, quebec, issu, court, question, right, indian, women, us",nation,first,quebec,issu,court,question,right,indian,women,us
20170531-HAN184-E.pdf,2017-05-31,42-1,73313,31562,0.3900604480654297,3,crimin,"drive, impair, drug, crimin, polic, want, driver, use, need, make",drive,impair,drug,crimin,polic,want,driver,use,need,make
20230215-HAN161-E.pdf,2023-02-15,44-1,48952,23501,0.369735913459488,3,want,"health, mental, maid, want, assist, need, commun, common, say, die",health,mental,maid,want,assist,need,commun,common,say,die
20121023-HAN167-E.pdf,2012-10-23,41-1,75463,31220,0.4702083300287276,3,crimin,"militari, trial, justic, crimin, system, record, summari, amend, work, want",militari,trial,justic,crimin,system,record,summari,amend,work,want
20181210-HAN368-E.pdf,2018-12-10,42-1,101884,42685,0.25789384935448306,3,drug,"need, issu, right, drug, want, section, health, crimin, use, say",need,issu,right,drug,want,section,health,crimin,use,say
20150525-HAN216-E.pdf,2015-05-25,41-2,102751,45593,0.2429881083157214,3,plan,"lighthous, tax, make, plan, like, support, gun, oliv, famili, firearm",lighthous,tax,make,plan,like,support,gun,oliv,famili,firearm
20211216-HAN019-E.pdf,2021-12-16,44-1,51807,24267,0.26472685550153785,1,need,"work, need, support, get, make, order, want, health, worker, us",work,need,support,get,make,order,want,health,worker,us
20220301-HAN038-E.pdf,2022-03-01,44-1,68990,32520,0.33103623213156996,4,seat,"quebec, colleagu, common, nation, seat, provinc, need, like, must, immigr",quebec,colleagu,common,nation,seat,provinc,need,like,must,immigr
20080528-HAN100-E.pdf,2008-05-28,39-2,81147,34881,0.33037674875234774,2,know,"tax, question, know, us, common, like, may, financ, work, countri",tax,question,know,us,common,like,may,financ,work,countri
20070425-HAN140-E.pdf,2007-04-25,39-1,44553,18702,0.23430478743033462,2,report,"tax, anim, report, common, measur, make, take, want, need, foreign",tax,anim,report,common,measur,make,take,want,need,foreign
20070220-HAN114-E.pdf,2007-02-20,39-1,80094,34842,0.34233713031790336,3,countri,"poverti, live, work, countri, need, wage, nation, like, women, care",poverti,live,work,countri,need,wage,nation,like,women,care
20070201-HAN101-E.pdf,2007-02-01,39-1,74391,31185,0.33138185864501957,3,chang,"emiss, climat, environ, chang, year, plan, greenhous, work, kyoto, get",emiss,climat,environ,chang,year,plan,greenhous,work,kyoto,get
20161121-HAN111-E.pdf,2016-11-21,42-1,74650,32830,0.3365263934547759,4,us,"trade, ceta, agreement, work, us, like, german, want, countri, import",trade,ceta,agreement,work,us,like,german,want,countri,import
20231030-HAN242-E.pdf,2023-10-30,44-1,62789,29568,0.24021997989896895,1,need,"hous, need, want, invest, get, countri, say, tax, year, common",hous,need,want,invest,get,countri,say,tax,year,common
20061018-HAN064-E.pdf,2006-10-18,39-1,47092,19093,0.29473720153313554,5,order,"board, wheat, want, question, farmer, order, worker, right, work, quebec",board,wheat,want,question,farmer,order,worker,right,work,quebec
20130429-HAN242-E.pdf,2013-04-29,41-1,68603,28753,0.23426398090639397,3,want,"immigr, come, right, want, worker, militari, need, system, know, us",immigr,come,right,want,worker,militari,need,system,know,us
20061103-HAN076-E.pdf,2006-11-03,39-1,46510,21859,0.4085481348112577,1,ontario,"sentenc, ontario, secretari, qubec, parliamentari, justic, crime, case, condit, say",sentenc,ontario,secretari,qubec,parliamentari,justic,crime,case,condit,say
20160609-HAN069-E.pdf,2016-06-09,42-1,77396,33302,0.40255771905996696,2,commit,"genocid, crime, commit, isi, intern, us, need, iraq, group, isil",genocid,crime,commit,isi,intern,us,need,iraq,group,isil
20121105-HAN176-E.pdf,2012-11-05,41-1,90366,39022,0.250604651178507,1,senior,"abus, senior, need, report, nuclear, work, like, support, import, make",abus,senior,need,report,nuclear,work,like,support,import,make
20181016-HAN335-E.pdf,2018-10-16,42-1,75159,31580,0.4095553448969733,1,violenc,"harass, violenc, work, workplac, import, us, common, legisl, take, need",harass,violenc,work,workplac,import,us,common,legisl,take,need
20160928-HAN083-E.pdf,2016-09-28,42-1,47808,19566,0.35469702240386125,6,import,"secur, anim, nation, work, inform, right, import, common, parliamentarian, review",secur,anim,nation,work,inform,right,import,common,parliamentarian,review
20230608-HAN209-E.pdf,2023-06-08,44-1,120257,57589,0.29211674183498404,6,support,"need, care, work, like, chang, child, support, climat, make, want",need,care,work,like,chang,child,support,climat,make,want
20190513-HAN415-E.pdf,2019-05-13,42-1,66689,28224,0.28385999487147556,4,common,"protect, area, marin, want, common, import, take, fisheri, need, work",protect,area,marin,want,common,import,take,fisheri,need,work
20141104-HAN138-E.pdf,2014-11-04,41-2,72198,29510,0.28503586263940833,4,import,"csi, law, question, us, import, common, elect, issu, right, make",csi,law,question,us,import,common,elect,issu,right,make
20100617-HAN065-E.pdf,2010-06-17,40-3,102272,41403,0.39523271319731496,3,common,"work, prorog, opposit, common, like, day, issu, agre, want, said",work,prorog,opposit,common,like,day,issu,agre,want,said
20111006-HAN028-E.pdf,2011-10-06,41-1,77510,32407,0.357189356145185,6,support,"tax, job, busi, need, famili, credit, support, like, invest, work",tax,job,busi,need,famili,credit,support,like,invest,work
20181022-HAN339-E.pdf,2018-10-22,42-1,69894,29894,0.19606107078014143,4,want,"terrorist, like, secur, bank, want, commun, use, support, post, us",terrorist,like,secur,bank,want,commun,use,support,post,us
20220929-HAN105-E.pdf,2022-09-29,44-1,72141,34262,0.33541553860681284,6,busi,"tax, need, make, inflat, increas, afford, busi, common, carbon, want",tax,need,make,inflat,increas,afford,busi,common,carbon,want
20060519-HAN027-E.pdf,2006-05-19,39-1,45159,20714,0.4134633752125926,5,need,"budget, secretari, ontario, parliamentari, tax, need, work, qubec, van, said",budget,secretari,ontario,parliamentari,tax,need,work,qubec,van,said
20200220-HAN020-E.pdf,2020-02-20,43-1,71752,33967,0.2920161577400113,2,want,"indigen, first, want, work, need, said, get, wetsuweten, law, nation",indigen,first,want,work,need,said,get,wetsuweten,law,nation
20161101-HAN102-E.pdf,2016-11-01,42-1,81578,34877,0.33267873307200563,2,budget,"tax, infrastructur, budget, job, work, invest, like, talk, need, privat",tax,infrastructur,budget,job,work,invest,like,talk,need,privat
20070301-HAN121-E.pdf,2007-03-01,39-1,72288,30533,0.3978657867769358,2,aerospac,"industri, quebec, aerospac, contract, busi, work, want, bloc, compani, like",industri,quebec,aerospac,contract,busi,work,want,bloc,compani,like
20190603-HAN425-E.pdf,2019-06-03,42-1,93214,39580,0.25615931719598695,2,want,"journalist, media, want, work, news, commun, indigen, import, children, independ",journalist,media,want,work,news,commun,indigen,import,children,independ
20210420-HAN084-E.pdf,2021-04-20,43-2,72022,34918,0.32043677999724113,2,support,"budget, invest, support, need, pandem, care, billion, get, help, year",budget,invest,support,need,pandem,care,billion,get,help,year
20231206-HAN263-E.pdf,2023-12-06,44-1,39797,19635,0.2653292361871499,4,work,"common, women, support, violenc, work, nation, know, farmer, affair, leader",common,women,support,violenc,work,nation,know,farmer,affair,leader
20230418-HAN179-E.pdf,2023-04-18,44-1,70230,33664,0.29733412824900896,5,us,"budget, need, get, care, make, us, support, invest, common, billion",budget,need,get,care,make,us,support,invest,common,billion
20110615-HAN009-E.pdf,2011-06-15,41-1,45688,18325,0.34858711444408225,6,countri,"senior, budget, job, support, new, tax, countri, work, plan, like",senior,budget,job,support,new,tax,countri,work,plan,like
20081119-HAN002-E.pdf,2008-11-19,40-1,12196,5342,0.37051332578267976,3,continu,"econom, new, work, continu, ensur, global, want, economi, first, common",econom,new,work,continu,ensur,global,want,economi,first,common
20201019-HAN014-E.pdf,2020-10-19,43-2,99945,47287,0.25379044162282255,1,medic,"right, medic, want, issu, indigen, court, decis, legisl, person, die",right,medic,want,issu,indigen,court,decis,legisl,person,die
20170308-HAN150-E.pdf,2017-03-08,42-1,49755,20348,0.2368651386991805,6,common,"women, secur, work, import, nation, inform, common, languag, right, day",women,secur,work,import,nation,inform,common,languag,right,day
20160519-HAN059-E.pdf,2016-05-19,42-1,80037,31372,0.31274810991851965,0,us,"us, tax, said, colleagu, want, work, like, know, respect, debat",us,tax,said,colleagu,want,work,like,know,respect,debat
20130430-HAN243-E.pdf,2013-04-30,41-1,74185,30881,0.3831931433087169,1,justic,"militari, justic, system, right, import, like, amend, say, trial, support",militari,justic,system,right,import,like,amend,say,trial,support
20171206-HAN246-E.pdf,2017-12-06,42-1,48962,21146,0.23057490414850118,1,nation,"name, nation, chang, commun, work, women, ride, us, know, educ",name,nation,chang,commun,work,women,ride,us,know,educ
20180530-HAN304-E.pdf,2018-05-30,42-1,72651,29606,0.2314330007831288,5,want,"delet, amend, claus, may, make, want, nation, import, us, common",delet,amend,claus,may,make,want,nation,import,us,common
20150202-HAN167-E.pdf,2015-02-02,41-2,70350,30019,0.4466935358681394,1,labrador,"newfoundland, labrador, provinc, agreement, deal, trade, ceta, feder, fund, said",newfoundland,labrador,provinc,agreement,deal,trade,ceta,feder,fund,said
20151203-HAN001-E.pdf,2015-12-03,42-1,6979,2830,0.3973162594771934,0,parliament,"parliament, english, translat, work, common, offic, first, elect, sit, want",parliament,english,translat,work,common,offic,first,elect,sit,want
20220216-HAN032-E.pdf,2022-02-16,44-1,37305,17907,0.2565274557311812,3,trudeau,"cultur, need, support, trudeau, right, emerg, way, us, order, work",cultur,need,support,trudeau,right,emerg,way,us,order,work
20100930-HAN074-E.pdf,2010-09-30,40-3,73588,30646,0.32749737012716634,4,free,"trade, agreement, panama, countri, free, tax, us, want, issu, right",trade,agreement,panama,countri,free,tax,us,want,issu,right
20190409-HAN401-E.pdf,2019-04-09,42-1,77889,34161,0.3492181650497395,2,common,"indigen, territori, common, resourc, first, right, nation, north, northwest, want",indigen,territori,common,resourc,first,right,nation,north,northwest,want
20160530-HAN061-E.pdf,2016-05-30,42-1,108876,48187,0.2778597265079769,4,question,"rcmp, right, make, work, question, like, us, import, common, bargain",rcmp,right,make,work,question,like,us,import,common,bargain
20160920-HAN077-E.pdf,2016-09-20,42-1,79331,34670,0.28297669880045256,2,countri,"trade, agreement, countri, work, health, need, busi, import, right, support",trade,agreement,countri,work,health,need,busi,import,right,support
20220517-HAN073-E.pdf,2022-05-17,44-1,79296,38412,0.3885110854364014,5,support,"oil, ga, make, subsidi, billion, support, energi, invest, climat, want",oil,ga,make,subsidi,billion,support,energi,invest,climat,want
20200207-HAN017-E.pdf,2020-02-07,43-1,36773,17516,0.3815961893851413,4,review,"border, cbsa, import, like, review, complaint, want, work, colleagu, rcmp",border,cbsa,import,like,review,complaint,want,work,colleagu,rcmp
20120518-HAN127-E.pdf,2012-05-18,41-1,49041,23366,0.31559784733675383,1,ontario,"apolog, ontario, secretari, parliamentari, common, qubec, commun, senior, make, countri",apolog,ontario,secretari,parliamentari,common,qubec,commun,senior,make,countri
20170508-HAN172-E.pdf,2017-05-08,42-1,73293,31026,0.37533494938492146,4,work,"defenc, nation, need, forc, work, common, question, know, servic, support",defenc,nation,need,forc,work,common,question,know,servic,support
20121026-HAN170-E.pdf,2012-10-26,41-1,51197,24563,0.3917838523445038,3,develop,"ontario, secretari, budget, develop, parliamentari, job, offend, qubec, econom, new",ontario,secretari,budget,develop,parliamentari,job,offend,qubec,econom,new
20080131-HAN041-E.pdf,2008-01-31,39-2,72268,29760,0.2697048556888954,4,countri,"traffick, issu, human, know, countri, right, death, protect, person, need",traffick,issu,human,know,countri,right,death,protect,person,need
20080211-HAN048-E.pdf,2008-02-11,39-2,69462,27763,0.2417736712570311,5,make,"parti, elect, want, loan, common, make, legisl, crime, develop, us",parti,elect,want,loan,common,make,legisl,crime,develop,us
20141031-HAN136-E.pdf,2014-10-31,41-2,52712,24843,0.4095952970122231,3,stand,"secretari, famili, ontario, stand, parliamentari, order, job, tax, qubec, common",secretari,famili,ontario,stand,parliamentari,order,job,tax,qubec,common
20070508-HAN149-E.pdf,2007-05-08,39-1,73705,31341,0.4245519666205679,6,make,"price, ga, oil, competit, compani, industri, make, increas, gasolin, bloc",price,ga,oil,competit,compani,industri,make,increas,gasolin,bloc
20101029-HAN090-E.pdf,2010-10-29,40-3,46507,22605,0.3119606757400209,6,legisl,"ontario, autism, product, health, qubec, safeti, legisl, parliamentari, secretari, work",ontario,autism,product,health,qubec,safeti,legisl,parliamentari,secretari,work
20210614-HAN117-E.pdf,2021-06-14,43-2,105026,48364,0.35340179603659194,0,legisl,"legisl, freedom, work, support, question, common, want, broadcast, get, debat",legisl,freedom,work,support,question,common,want,broadcast,get,debat
20171128-HAN240-E.pdf,2017-11-28,42-1,73302,30549,0.33170099808565146,2,want,"financ, tax, want, talk, like, today, colleagu, work, need, budget",financ,tax,want,talk,like,today,colleagu,work,need,budget
20180510-HAN296-E.pdf,2018-05-10,42-1,38704,15917,0.28149946710026325,6,right,"elect, new, famili, question, make, may, right, work, nation, polici",elect,new,famili,question,make,may,right,work,nation,polici
20100423-HAN032-E.pdf,2010-04-23,40-3,51589,24238,0.30649980299528606,4,support,"crime, ontario, parliamentari, secretari, support, victim, young, common, work, take",crime,ontario,parliamentari,secretari,support,victim,young,common,work,take
20171108-HAN232-E.pdf,2017-11-08,42-1,44024,19573,0.30768771734263517,4,year,"tax, work, common, nation, year, budget, invest, question, billion, famili",tax,work,common,nation,year,budget,invest,question,billion,famili
20111024-HAN035-E.pdf,2011-10-24,41-1,71699,31044,0.3466671727744913,2,board,"wheat, farmer, board, market, want, grain, western, vote, breast, cancer",wheat,farmer,board,market,want,grain,western,vote,breast,cancer
20160922-HAN079-E.pdf,2016-09-22,42-1,75622,31637,0.39620755808421426,5,appoint,"court, atlant, suprem, justic, region, appoint, work, common, say, respect",court,atlant,suprem,justic,region,appoint,work,common,say,respect
20100311-HAN007-E.pdf,2010-03-11,40-3,73916,31568,0.23222946854708051,5,budget,"throne, countri, like, support, need, budget, import, want, work, quebec",throne,countri,like,support,need,budget,import,want,work,quebec
20060602-HAN032-E.pdf,2006-06-02,39-1,51570,24412,0.2872610422915916,4,commun,"sentenc, condit, ontario, aborigin, commun, crime, year, need, secretari, parliamentari",sentenc,condit,ontario,aborigin,commun,crime,year,need,secretari,parliamentari
20181101-HAN347-E.pdf,2018-11-01,42-1,75600,32433,0.23922217155850706,2,work,"tax, pay, work, budget, import, first, know, like, women, countri",tax,pay,work,budget,import,first,know,like,women,countri
20230502-HAN189-E.pdf,2023-05-02,44-1,100321,48640,0.2873163519075715,5,commun,"hous, indigen, women, need, work, commun, common, get, talk, nation",hous,indigen,women,need,work,commun,common,get,talk,nation
20221207-HAN143-E.pdf,2022-12-07,44-1,68510,33656,0.37649986754574644,1,indigen,"women, indigen, need, like, nation, famili, know, want, say, commun",women,indigen,need,like,nation,famili,know,want,say,commun
20230307-HAN165-E.pdf,2023-03-07,44-1,47596,22545,0.37501346743859315,0,privaci,"privaci, protect, legisl, use, data, need, inform, right, import, common",privaci,protect,legisl,use,data,need,inform,right,import,common
20210216-HAN059-E.pdf,2021-02-16,43-2,61143,29961,0.3216948105367378,2,right,"traffick, human, right, need, work, victim, day, colleagu, nation, know",traffick,human,right,need,work,victim,day,colleagu,nation,know
20110310-HAN143-E.pdf,2011-03-10,40-3,76107,30759,0.3242307304426454,5,say,"parti, elect, use, know, bloc, say, like, want, parliament, quebec",parti,elect,use,know,bloc,say,like,want,parliament,quebec
20150401-HAN194-E.pdf,2015-04-01,41-2,41207,16445,0.3195551909294183,3,safeti,"want, firearm, common, safeti, famili, use, question, make, like, know",want,firearm,common,safeti,famili,use,question,make,like,know
20161207-HAN123-E.pdf,2016-12-07,42-1,46949,19735,0.2889173616475417,2,tatar,"trade, agreement, tatar, crimean, job, new, common, dairi, work, countri",trade,agreement,tatar,crimean,job,new,common,dairi,work,countri
20120619-HAN143-E.pdf,2012-06-19,41-1,127635,56494,0.3123254268915128,6,like,"trade, agreement, panama, free, nation, right, like, countri, want, work",trade,agreement,panama,free,nation,right,like,countri,want,work
20160126-HAN009-E.pdf,2016-01-26,42-1,76007,32160,0.27744503925219416,3,throne,"work, need, ride, throne, want, like, mani, make, invest, year",work,need,ride,throne,want,like,mani,make,invest,year
20100609-HAN059-E.pdf,2010-06-09,40-3,35441,15201,0.317742642271536,4,countri,"trade, agreement, colombia, free, countri, right, common, issu, world, vote",trade,agreement,colombia,free,countri,right,common,issu,world,vote
